"ID","SCORE","RANK"
122059269,0.583802331342681,4458
122071412,0.349496128094269,9062
122215682,0.427653566870246,7313
122265685,0.619657479673079,3731
122293507,0.653294160176723,2953
122328576,0.598837965567087,4171
122359904,0.673920561693939,2437
122367696,0.624931298294418,3600
122534170,0.36002971987836,8806
122709689,0.837589826310053,17
122792565,0.174047577363054,12207
122934388,0.360286939264431,8795
123013278,0.351705911946462,9015
123128173,0.626463251799773,3558
123154954,0.513111410980714,5737
123285777,0.573405742059348,4632
123393706,0.489262312675911,6146
123504346,0.408418633716768,7719
123650699,0.698979837991156,1782
123650761,0.773441007267404,476
123705179,0.369653151576656,8575
123783515,0.39166858551101,8077
123800002,0.640016679111021,3255
123814117,0.637059770130994,3316
123903051,0.551938959423946,5007
124016302,0.430241221153422,7256
124047245,0.686115151704995,2108
124117372,0.37366231907954,8480
124280339,0.387587840558354,8178
124293452,0.601085429187389,4110
124301025,0.620477905976843,3713
124415595,0.46308328909743,6616
124459414,0.65930542485684,2783
124582373,0.40771676230896,7741
124582669,0.517805288308906,5649
124742405,0.245798595959662,11654
124804211,0.507227859700826,5825
124810500,0.334812449316881,9415
124812663,0.268909331688552,11167
124819496,0.605102237321399,4032
124829290,0.656137154452832,2878
124838021,0.671323807349841,2485
124867641,0.410563681781488,7681
124948998,0.306979951233072,10193
125033584,0.747667845104532,840
125036600,0.186921113761479,12179
125044999,0.446002810700458,6952
125198867,0.353195831059666,8985
125377548,0.767708786506457,554
125695622,0.327687257956636,9633
125744705,0.311661617961719,10081
125838205,0.687965825065066,2057
125875722,0.312341213874792,10067
126067878,0.277389277450415,10957
126072142,0.392299719703466,8063
126079524,0.505559047439457,5853
126449142,0.706145799526511,1612
126545273,0.478746933657399,6307
126577891,0.717607106445919,1384
126759700,0.789850768280755,294
126802351,0.37051118923408,8559
126815585,0.682364306260303,2196
126854494,0.300440285175006,10374
127152850,0.373074856075056,8490
127175749,0.726514208182413,1204
127216859,0.472862383406851,6419
127326237,0.493344205508742,6071
127354177,0.237842145977748,11770
127359664,0.375180522348015,8447
127400550,0.556195093378814,4927
127423871,0.616873401340929,3779
127480645,0.2351853437431,11817
127501086,0.443805443164776,6989
127620842,0.357628563056549,8866
127699769,0.436669305462556,7129
127716126,0.304461297330401,10269
127723143,0.496995141842074,6000
127750776,0.764871973603479,587
127926174,0.636054963369833,3333
127969399,0.738160420605096,1000
128034025,0.359492046448532,8819
128201280,0.240340155158367,11735
128212288,0.271118287891504,11112
128282280,0.628242655366677,3525
128340895,0.335339597676589,9410
128382353,0.569693926078239,4698
128571694,0.297304340664168,10477
128581741,0.682598811954762,2191
128591544,0.690846533930352,1979
128593904,0.339266117160941,9306
128680903,0.410870107467753,7673
128707316,0.542601197315818,5200
128820537,0.18459094768463,12187
128839719,0.761712252210756,628
128850119,0.683948749943931,2158
128952374,0.419464564827315,7495
129124747,0.546559540980149,5121
129216975,0.709341495620819,1543
129290614,0.24717190973668,11627
129317543,0.695478478207073,1862
129344554,0.566103907082433,4762
129396980,0.711120664018638,1495
129444166,0.679208473242954,2284
129500292,0.344772119640791,9191
129513866,0.706830390163434,1600
129603725,0.725018478378178,1233
129628969,0.34623030718231,9150
129758246,0.276494360241001,10976
129805640,0.269871298647847,11151
129857309,0.392891518876287,8052
129980967,0.408398024296055,7720
130021404,0.312805034400436,10048
130056455,0.241614473723456,11721
130146673,0.665935749442174,2628
130177121,0.592419739632347,4295
130199000,0.495316169954633,6030
130359859,0.678665928503572,2301
130405812,0.366185919226505,8657
130428843,0.805032374982419,158
130523332,0.285016344001909,10764
130609494,0.312595315016179,10055
130882790,0.245399801970743,11666
130921657,0.306759349323468,10204
130974305,0.65591112668022,2885
131092593,0.666739053802173,2601
131178624,0.342675513446651,9248
131295747,0.582518952455703,4486
131315270,0.468825297175968,6493
131330365,0.572016821729221,4654
131342539,0.270587252140122,11129
131348552,0.326852437770586,9654
131415000,0.649541394993889,3057
131624177,0.64209007189365,3209
131757514,0.65110038614773,3008
131893145,0.51156347259787,5755
131938106,0.237578913855646,11777
131977484,0.508202983532343,5814
132015056,0.324910960225623,9710
132056585,0.253147235821352,11528
132058157,0.367868353702199,8617
132189180,0.785747147216733,342
132333389,0.712298697060514,1477
132468748,0.432217724220288,7226
132523777,0.41750325952404,7531
132542308,0.743864825767566,904
132553766,0.772291146292779,490
132665735,0.433666839989405,7195
132858867,0.233934376730285,11838
132886798,0.388079853446984,8164
132888336,0.678328847959984,2313
132938641,0.606975534427545,3992
132968970,0.445669463565253,6957
133252875,0.56851888188369,4723
133352101,0.771846090873655,503
133389376,0.679304371853069,2275
133399663,0.655485438037518,2901
133409807,0.457474088242856,6723
133421981,0.397628693087096,7937
133543647,0.795050674190783,255
133615388,0.448096282037188,6907
133622451,0.314796368122496,9978
133683242,0.625710018285811,3578
133695508,0.800406301786556,206
133732356,0.6460435780144,3131
133793064,0.747913079537643,832
133815115,0.787340515379895,319
134007151,0.682061771779502,2200
134272803,0.701028057624464,1736
134287562,0.516734242379712,5670
134347633,0.46863451382259,6497
134373656,0.364209534686941,8701
134572290,0.653433729998608,2950
134606438,0.426832343421586,7341
134618380,0.783831406779023,363
134742139,0.388318830750914,8159
134762953,0.48551725460126,6211
134773725,0.681706006145389,2215
134921992,0.524073614992092,5530
134931175,0.679229388182666,2282
134935270,0.549687703417598,5051
134962098,0.343772273973912,9218
134998107,0.466758603650582,6534
135006385,0.256537565508277,11459
135042071,0.557824435521167,4900
135074562,0.364021214393426,8710
135091170,0.298764208176251,10422
135233196,0.394861788476435,8001
135357961,0.623480979387363,3639
135370888,0.336121103325325,9388
135419798,0.729133249986324,1161
135424216,0.313076993759517,10041
135472540,0.753253881165089,755
135489586,0.500710826703923,5933
135715801,0.407912365671568,7733
135716419,0.347954351298443,9096
135804993,0.608842305062105,3954
135809353,0.304766474430131,10260
135857247,0.274904341574558,11022
135880126,0.816187148644857,85
136001455,0.604879022509628,4038
136125714,0.406994669902113,7759
136131628,0.418274599693026,7511
136140501,0.384320443257479,8248
136203249,0.483247702754229,6244
136209559,0.439654199769939,7063
136239723,0.760124201731498,651
136302854,0.541594720870442,5219
136332380,0.426451358291286,7349
136368372,0.799759060014981,216
136616675,0.283378660878418,10809
136627740,0.653711113727837,2945
136679060,0.480288048866062,6284
136751982,0.324049109778463,9732
136766705,0.543778138045295,5172
136839416,0.695921230787935,1848
137019212,0.620560878498964,3711
137259676,0.554525577635036,4949
137326327,0.26235954920648,11314
137362579,0.583513591897343,4465
137371595,0.477512139162818,6324
137393389,0.664831800084854,2653
137396260,0.688085164028618,2053
137396651,0.577146944545283,4582
137452312,0.634439509061242,3376
137475129,0.359809959057034,8812
137649472,0.737588060428549,1011
137685047,0.522305087578425,5565
137687746,0.490746667145525,6114
137698299,0.569974683379611,4688
137751402,0.583699975567976,4462
137766849,0.724990702968824,1236
137814190,0.347774912777066,9104
137853102,0.607735611747221,3980
138124726,0.694879549197496,1880
138170527,0.29594921846919,10506
138321473,0.780176944383477,401
138330007,0.604102187606067,4050
138452040,0.382077642492757,8301
138456157,0.6259049795742,3572
138588251,0.541900641419871,5213
138695603,0.445015782979103,6969
138930767,0.361572457126984,8764
139010456,0.634703879118266,3371
139011979,0.306328121153918,10220
139026352,0.532003389243974,5384
139033936,0.372348933731695,8512
139044945,0.277180336904877,10966
139050875,0.659045541031754,2792
139247865,0.457332824917073,6728
139257733,0.592477886851003,4294
139272011,0.748315047155508,827
139340596,0.353793307304825,8962
139351045,0.729500906931113,1154
139357660,0.599653059977823,4147
139406545,0.355291758497495,8922
139475081,0.679889539626241,2259
139504307,0.595909387920522,4233
139589549,0.316070805377014,9945
139676955,0.446333928865514,6943
139782545,0.25064969989864,11577
139806190,0.727167634976887,1192
139879859,0.406040722382059,7776
139911954,0.738233559507422,997
139913292,0.284257254965686,10787
139930296,0.621460654601784,3689
139946234,0.672519608340791,2462
139958081,0.345056138383239,9181
140004594,0.785759021202161,341
140019671,0.372553993782517,8509
140096962,0.662518049828486,2704
140228611,0.473245038685791,6410
140278530,0.440449385023947,7047
140324416,0.279775309856079,10896
140466781,0.491915182703298,6095
140592105,0.218676376036658,12007
140621418,0.232494335382123,11852
140707333,0.398202463038897,7924
140819786,0.393769809246898,8027
140965913,0.797860583586236,228
140979937,0.666276652820262,2617
141321004,0.540526413076327,5238
141359228,0.612969545198597,3866
141417993,0.767862807846527,553
141423619,0.276904931023019,10970
141594431,0.753210283099027,756
141639629,0.641369383490446,3219
141660767,0.533647663188754,5359
141692991,0.722230290612083,1287
141694740,0.669478999509478,2535
141811718,0.380689522403672,8332
141881665,0.298602856466873,10429
141899970,0.287752085886445,10700
142134337,0.593648465190736,4278
142200764,0.763562714780318,603
142210830,0.2658803418483,11233
142231373,0.347619402398213,9109
142401844,0.471181116812399,6446
142535862,0.572650228701515,4642
142544362,0.483708710154456,6236
142626824,0.681968085238397,2204
142678179,0.801324477379085,195
142841017,0.846742086686179,6
143068288,0.449436649621249,6884
143125234,0.343069566559545,9232
143386974,0.732802235200084,1092
143456080,0.540843126252019,5229
143778331,0.426894560664619,7336
143867762,0.607074828802816,3990
144130021,0.234660335351401,11824
144162121,0.708205766134134,1569
144248283,0.557030282098598,4913
144281748,0.262955452494921,11299
144299948,0.35433315555608,8950
144323124,0.632391214012609,3426
144412214,0.398392376752605,7918
144611708,0.705450099393251,1629
144612756,0.309049941151674,10147
144641509,0.543421860474752,5186
144663109,0.349732475478342,9054
144752939,0.566022012819731,4764
144910919,0.305915408496349,10230
145005621,0.405557781077944,7786
145075893,0.363184766849698,8729
145231764,0.744778370019155,888
145270157,0.46586761783792,6552
145433304,0.306838707960654,10200
145460100,0.800290574150004,209
145620331,0.461948732259183,6635
145760466,0.780416197501186,399
145785660,0.45509984876373,6767
145952857,0.268401148355151,11177
145977219,0.695173854377926,1872
145989155,0.623154424697607,3648
145992696,0.206493945214778,12094
146017318,0.424079349586655,7392
146019173,0.644359342155603,3169
146037603,0.698235506533742,1798
146046422,0.623651344766884,3636
146228048,0.42066170368179,7470
146315537,0.394173479698223,8021
146488733,0.293582660920591,10568
146515043,0.441533574328484,7030
146589381,0.580275546255663,4524
146684443,0.698944017704976,1784
146826994,0.238414688878307,11761
146867198,0.7643144900411,594
146869696,0.548652097869548,5072
146872310,0.37967660639177,8349
147009666,0.337583371528348,9345
147099857,0.634117529304824,3384
147146829,0.405479165831781,7789
147217096,0.528863910037608,5443
147244778,0.428686918948303,7295
147434427,0.476890367979372,6339
147434996,0.742336089982599,924
147575308,0.277023385222679,10968
147651129,0.559423492937002,4875
147680594,0.775155546675339,452
147694597,0.696159684687934,1844
147794907,0.317512796255376,9903
147810683,0.493371722606933,6069
147878125,0.358122546798414,8851
147911359,0.643344507212838,3184
147932865,0.324294888346257,9727
148093793,0.404190270242371,7814
148102726,0.328558362267037,9604
148262664,0.41704938406779,7538
148534747,0.267757304264783,11201
148684202,0.600608724951494,4123
148909199,0.314296219305107,9997
148968354,0.415441898895055,7566
149001395,0.643960438749713,3177
149202270,0.544840058219433,5153
149542043,0.701802763627299,1717
149612258,0.508265374368234,5812
149642240,0.347299366848045,9118
149750106,0.363736515051377,8718
149891422,0.552051998369959,5002
150013282,0.348024270911384,9092
150026032,0.61337304148789,3859
150321620,0.496866185688963,6001
150371606,0.291760319127533,10601
150381467,0.301844110360708,10332
150388834,0.353712729089059,8966
150456776,0.704643647506711,1648
150494947,0.569175920513697,4708
150531769,0.63600343592259,3337
150614462,0.615201468586293,3821
150622920,0.278235412072266,10933
150773910,0.726261467866749,1208
150901772,0.30443904126757,10270
150931418,0.459173651198318,6694
150949614,0.384714859458307,8235
151031153,0.375275025480273,8442
151052558,0.366631382176951,8647
151098527,0.414744572880409,7579
151106543,0.481638082657539,6268
151350026,0.276382304680683,10981
151368763,0.293398736383685,10570
151380628,0.622699343678607,3658
151396317,0.462991273337888,6618
151427610,0.742311403081747,925
151459864,0.44257378224188,7018
151612793,0.489149516017102,6152
151695901,0.718274679134139,1368
151705459,0.660719024819728,2738
151940868,0.710407790194186,1518
151942956,0.203238374410145,12117
152071750,0.261228523903659,11344
152075070,0.234401232985603,11826
152119931,0.699885783801172,1756
152164471,0.649751919516255,3052
152280115,0.443101213567097,7007
152303666,0.35779106592623,8859
152416112,0.279714099875416,10897
152426134,0.625066031990971,3597
152532359,0.225838360012498,11935
152592875,0.345967112413489,9159
152629512,0.316639235175313,9930
152714292,0.208811555714101,12081
152749741,0.64115931464643,3225
152758822,0.365570323215528,8669
152790208,0.314631304844374,9983
152811863,0.368773000171201,8598
152851136,0.633790757473336,3393
152869833,0.304510088504709,10268
152892752,0.474940609799619,6378
152925361,0.252959349930518,11534
153045386,0.503177004726167,5881
153073094,0.595291285824094,4248
153236688,0.66430645422795,2665
153294456,0.38181351840107,8307
153460457,0.540603966936562,5235
153524316,0.581871057409307,4499
153588827,0.546330579946928,5127
153628078,0.494119422844977,6058
153649839,0.542870255246015,5195
153667299,0.527600320207985,5466
153796331,0.822767136897107,61
153951822,0.300097939451426,10383
153979297,0.561731009793454,4836
153995393,0.548970274387909,5063
153998475,0.720229304665328,1323
154002928,0.67880340408405,2293
154300622,0.645831004752515,3135
154337882,0.522020777896513,5572
154356467,0.296901376395821,10485
154456714,0.592946256454937,4286
154468746,0.298976742813649,10418
154483835,0.290661999744005,10628
154507088,0.413152767567075,7623
154547144,0.513834084172329,5725
154557925,0.237877762952179,11768
154575838,0.704526003005143,1652
154660889,0.605813246021961,4016
154668079,0.744573648356265,893
154707583,0.460680650257466,6661
154793654,0.524091568588012,5529
154868461,0.682780491020865,2186
154889646,0.328649643203939,9598
154891010,0.556131037033626,4929
154896354,0.615816428168256,3810
154919220,0.211581129680062,12062
154955825,0.216190933962271,12030
155077628,0.55691665333031,4916
155080005,0.277212767630829,10964
155087853,0.536815347391349,5300
155281008,0.747753101062896,837
155294842,0.481808077067827,6265
155372484,0.323503181119193,9739
155406023,0.316260607299733,9941
155696120,0.301511415043698,10347
155833120,0.348130606576491,9086
155883185,0.523374315636393,5543
155908081,0.789914282349091,293
155914622,0.210553135232492,12069
155916114,0.332210859282559,9492
155939294,0.527368453249936,5468
155990503,0.424858482662424,7384
156093212,0.700858591772147,1741
156116280,0.751180720141396,785
156228765,0.813218667088652,98
156243238,0.52842318805974,5454
156563436,0.724841827596474,1240
156658554,0.32120427877313,9792
156788348,0.347302712066808,9117
156889554,0.496678714495367,6006
156958100,0.774249003529043,468
156963628,0.364084078876827,8707
157009775,0.30270555484459,10308
157142265,0.690250957070088,2000
157193337,0.424243024315975,7389
157222536,0.416032855213022,7557
157304125,0.321793302884929,9776
157418027,0.407282404362423,7752
157525393,0.502629681303037,5895
157542851,0.617306372806817,3776
157574552,0.70641058833606,1606
157764598,0.754657085680353,732
157818709,0.421435678629874,7451
157854920,0.388933071701607,8143
157855104,0.446110072194109,6950
157908526,0.314116857245742,10004
158034834,0.301976368637452,10331
158051504,0.381134601387437,8323
158083062,0.385695478968853,8218
158192186,0.611235712399973,3897
158209939,0.467381313359653,6521
158363727,0.296562579889794,10493
158371284,0.721657293029072,1296
158413153,0.744860558085797,884
158446141,0.627369420065519,3539
158453017,0.585798764094007,4422
158453215,0.370170105229696,8563
158465626,0.395645704076428,7984
158568468,0.234702963935684,11823
158641890,0.660796866459009,2736
158725162,0.698593756266755,1793
158756263,0.28684875480304,10721
158764367,0.610790383722823,3902
158871349,0.650246112688384,3041
158893192,0.263791050632688,11280
158930273,0.780063316408275,402
158957103,0.33656975822898,9371
159011142,0.684346795352915,2152
159057529,0.625194816826446,3594
159087299,0.82640333193327,44
159153794,0.66559845306416,2637
159246037,0.304072406078197,10275
159337539,0.619256458531138,3737
159504395,0.569021948683778,4711
159513463,0.354427215467321,8942
159529955,0.454302273465374,6788
159622005,0.38622512020771,8202
159648011,0.388405726363646,8155
159755690,0.387384224242124,8183
159758861,0.551436077028388,5016
159907246,0.547666980224362,5097
159991422,0.481876896172959,6264
160150395,0.254568926668021,11499
160226498,0.63127551341285,3453
160395592,0.656570495294692,2859
160440309,0.729246302932828,1158
160469728,0.524880427270795,5510
160481184,0.294326340194035,10549
160539262,0.628595070014021,3519
160579210,0.235059779966879,11819
160624169,0.319724462359508,9849
160717666,0.735343837141599,1050
160798565,0.612598665966365,3875
160817606,0.628729039812793,3514
160997932,0.69320734936445,1919
161022153,0.281851493540957,10843
161135162,0.5969853899998,4211
161183095,0.661667588545642,2718
161242933,0.310092068809984,10128
161415889,0.418043969472721,7515
161447506,0.557903327031741,4897
161500674,0.22325573798814,11967
161521038,0.794482036675308,258
161600831,0.541774199740013,5214
161884408,0.274338433184631,11041
161935043,0.734822279567773,1058
162119540,0.658378698989893,2816
162140652,0.406498809844891,7765
162230176,0.507700036898782,5819
162263439,0.658366775723262,2818
162298573,0.456140875828862,6749
162431695,0.411439417587325,7661
162504640,0.588188252325925,4383
162728904,0.675612087698739,2387
162775213,0.527970160367057,5460
162808691,0.412865833958862,7630
162821185,0.172765377095263,12208
162874832,0.664945113898608,2650
163103089,0.372560164799081,8508
163130263,0.57495878233697,4612
163159705,0.604961755862272,4036
163192472,0.52613515938041,5487
163290733,0.531447493403167,5390
163291058,0.332366203049816,9488
163414268,0.66369124567313,2676
163455370,0.306112417366588,10226
163481888,0.592141216936409,4303
163509642,0.300070498507888,10384
163510481,0.266420960612511,11227
163609212,0.737600733952269,1010
163638407,0.480973271720585,6274
163720344,0.743151811586461,914
163803083,0.312431924719629,10060
163913957,0.79826923251343,225
163994220,0.232439697443347,11854
164083915,0.212896282135836,12057
164084733,0.677459468250698,2335
164278032,0.290666139434516,10626
164300016,0.474488112875742,6387
164353011,0.344461858715765,9201
164362624,0.643087867516989,3188
164369324,0.513999877385513,5720
164473903,0.37332316445676,8485
164596519,0.337918035970543,9341
164684693,0.289256495916235,10663
164718690,0.515886313376054,5687
164778328,0.726169074473106,1210
164834706,0.321295576075115,9789
164950087,0.374046109307844,8474
164960585,0.491712958486404,6100
165043275,0.766725332414717,562
165103823,0.234247814007613,11831
165131829,0.669564713400466,2531
165142344,0.525705766341686,5495
165195412,0.28062960124554,10876
165415542,0.477125540218571,6332
165488561,0.699348375031698,1768
165500464,0.376874837190897,8402
165611047,0.434278899723065,7175
165644053,0.272639798123457,11074
165689607,0.553366072508614,4975
165808281,0.251174734212754,11570
165839901,0.539291839149523,5258
165912428,0.612860302661841,3869
165988592,0.535024526068253,5334
166018910,0.582805280975829,4483
166161728,0.274710809534086,11027
166242397,0.347430786433981,9115
166391382,0.6653183091477,2646
166461414,0.691321982929673,1974
166487677,0.227901371386792,11914
166591486,0.381468452538454,8317
166595968,0.540723652340899,5232
166606537,0.650420694370152,3035
166624315,0.804409013304966,167
166674227,0.613826100481011,3850
166682312,0.411505708715646,7658
166749737,0.797999147465179,227
166804684,0.647824440587381,3087
166858505,0.340055148283531,9292
166917488,0.478522455340127,6309
167001474,0.461192042896287,6648
167034270,0.2397539852613,11741
167087739,0.509175255909818,5797
167099624,0.523946572672957,5532
167116795,0.570912806787793,4676
167121943,0.565218303797926,4777
167226756,0.682956814601649,2182
167242462,0.502798365589512,5891
167272905,0.39521016570889,7992
167407097,0.493427593085198,6066
167424290,0.757096638437195,700
167530988,0.366258646323936,8656
167570779,0.367796083575647,8621
167620010,0.64224472186428,3205
167782456,0.564514141645683,4793
167814831,0.294147651526984,10556
167833972,0.616640872617308,3785
167980708,0.607758427501422,3979
167983065,0.409467786022106,7695
168019943,0.242313803023842,11712
168062510,0.565258560993517,4776
